id_releve,horodatage,zone,temperature_interieure_c,temperature_exterieure_c,humidite_pct,occupation_personnes,type_jour,consommation_kwh
7329,2025-03-03 01:00:00,Salle_Serveur,21.33,-0.8,50.4,0,ouvré,48.496
2661,2025-01-23 04:00:00,BUREAU NORD,19.97,-1.01,52.8,6,ouvré,12.445
732,2025-01-07 02:00:00,bureau sud,20.65,-3.55,51.4,4,ouvré,14.699
7330,2025-03-03 01:00:00,Accueil,20.44,-0.8,40.1,5,ouvré,9.611
10316,2025-03-27 23:00:00,BUREAU NORD,20.9,5.86,52.4,12,ouvré,9.007
9141,2025-03-18 04:00:00,BUREAU NORD,19.73,3.18,43.1,15,ouvré,9.051
9054,2025-03-17 10:00:00,Salle Serveur,20.72,7.72,35.2,0,ouvré,45.52
2285,2025-01-20 00:00:00,Accueil,20.53,-0.06,39.5,8,ouvré,8.388
1849,2025-01-16 09:00:00,Salle_Serveur,21.75,1.85,40.7,0,ouvré,47.246
8761,2025-03-15 00:00:00,bureau_nord,20.05,1.98,46.1,0,weekend,9.836
10477,2025-03-29 07:00:00,bureau sud,21.14,4.05,40.9,0,weekend,9.305
7021,2025-02-28 12:00:00,BUREAU NORD,21.92,6.81,35.1,2,ouvré,16.278
4904,2025-02-10 20:00:00,Salle_Serveur,21.46,3.51,37.0,0,ouvré,411.179
3107,2025-01-26 21:00:00,bureau sud,21.62,1.03,51.2,,weekend,10.71
1242,2025-01-11 08:00:00,Bureau_Sud,19.28,1.54,47.5,0,weekend,11.642
8530,2025-03-13 01:00:00,Accueil,20.75,0.9,50.5,4,ouvré,8.463
3785,2025-02-01 12:00:00,Accueil,20.4,5.05,52.0,0,weekend,7.376
753,2025-01-07 06:00:00,atelier,20.16,-1.21,,0,ouvré,17.26
6739,2025-02-26 03:00:00,Salle_Serveur,21.82,-2.21,42.5,0,ouvré,48.862
147,2025-01-02 05:00:00,bureau sud,21.33,-0.76,45.6,7,ouvré,12.644
1925,2025-01-17 00:00:00,accueil ,21.13,0.24,41.1,6,ouvré,9.422
2700,2025-01-23 11:00:00,accueil ,21.83,3.64,50.9,14,ouvré,13.079
5785,2025-02-18 04:00:00,accueil ,21.51,0.05,43.3,7,,10.572
9199,2025-03-18 15:00:00,Salle_Serveur,21.29,13.1,45.0,0,ouvré,41.592
1232,2025-01-11 06:00:00,Bureau_Sud,21.42,0.64,43.3,0,weekend,11.525
9784,2025-03-23 12:00:00,Salle Serveur,20.72,8.33,35.2,0,weekend,43.89
9314,2025-03-19 14:00:00,Salle_Serveur,,9.15,48.8,0,ouvré,44.213
8745,2025-03-14 20:00:00,Accueil,22.18,5.09,52.6,7,ouvré,7.636
96,2025-01-01 19:00:00,BUREAU NORD,21.16,1.79,51.3,11,férié,12.246
10411,2025-03-28 18:00:00,BUREAU NORD,22.25,9.89,44.6,8,ouvré,11.287
5592,2025-02-16 14:00:00,Bureau_Sud,20.34,8.9,48.2,0,weekend,
3292,2025-01-28 10:00:00,Bureau_Sud,21.05,2.36,44.6,8,ouvré,17.985
9926,2025-03-24 17:00:00,BUREAU NORD,21.45,10.5,43.4,13,,10.113
4079,2025-02-03 23:00:00,Salle_Serveur,22.28,-1.05,47.8,0,ouvré,47.568
6232,2025-02-21 22:00:00,Bureau_Sud,20.77,4.47,38.5,9,ouvré,9.208
4764,2025-02-09 16:00:00,Salle Serveur,19.65,4.84,53.1,0,weekend,45.475
9262,2025-03-19 04:00:00,Bureau_Sud,21.68,1.91,44.7,11,ouvré,9.829
9293,2025-03-19 10:00:00,atelier,22.19,6.58,39.8,9,ouvré,26.553
9833,2025-03-23 22:00:00,atelier,,6.09,41.9,0,weekend,11.762
4862,2025-02-10 12:00:00,bureau sud,21.04,6.76,55.6,8,ouvré,18.35
3431,2025-01-29 14:00:00,Bureau_Nord,20.6,5.96,34.4,5,ouvré,17.385
5256,2025-02-13 19:00:00,Bureau_Nord,20.36,4.67,47.3,12,ouvré,-5.439
5180,2025-02-13 03:00:00,accueil ,21.7,0.01,39.8,5,ouvré,10.375
215,2025-01-02 18:00:00,accueil ,20.47,2.76,42.0,,ouvré,12.406
10105,2025-03-26 04:00:00,accueil ,21.96,2.8,66.3,7,ouvré,10.088
6154,2025-02-21 06:00:00,Salle Serveur,20.18,1.48,38.7,0,ouvré,47.796
9245,2025-03-19 00:00:00,accueil ,21.17,3.17,43.4,6,ouvré,9.999
3234,2025-01-27 22:00:00,Salle_Serveur,19.82,2.24,38.5,0,ouvré,47.115
7731,2025-03-06 10:00:00,bureau_nord,20.84,4.59,33.1,15,ouvré,15.479
321,2025-01-03 16:00:00,bureau_nord,21.76,5.74,41.6,,ouvré,15.06
5648,2025-02-17 01:00:00,Atelier,21.4,0.59,39.0,13,ouvré,14.838
10206,2025-03-27 01:00:00,bureau_nord,21.23,2.38,40.5,14,ouvré,9.996
1025,2025-01-09 12:00:00,Accueil,21.03,3.04,41.2,8,ouvré,13.398
2178,2025-01-19 03:00:00,Atelier,20.62,-5.38,40.7,0,weekend,17.299
9539,2025-03-21 11:00:00,Salle_Serveur,21.1,7.82,,0,ouvré,44.759
2108,2025-01-18 13:00:00,Atelier,20.42,3.39,29.6,0,weekend,15.716
7510,2025-03-04 13:00:00,accueil ,20.76,7.12,37.8,3,ouvré,12.617
4803,2025-02-10 00:00:00,atelier,21.73,0.09,42.0,9,ouvré,15.177
9931,2025-03-24 18:00:00,bureau_nord,20.94,9.27,40.6,5,ouvré,9.372
1794,2025-01-15 22:00:00,Salle Serveur,20.11,0.57,40.0,0,ouvré,48.629
9107,2025-03-17 21:00:00,bureau sud,21.46,3.95,,10,ouvré,10.913
512,2025-01-05 06:00:00,bureau sud,21.09,-0.9,,0,weekend,12.451
436,2025-01-04 15:00:00,BUREAU NORD,,5.48,61.0,0,weekend,8.289
5321,2025-02-14 08:00:00,bureau_nord,19.9,2.04,48.5,9,ouvré,11.678
3989,2025-02-03 05:00:00,Salle_Serveur,20.34,-0.49,46.4,0,ouvré,49.74
781,2025-01-07 12:00:00,Bureau_Nord,,5.32,50.9,0,ouvré,17.292
2358,2025-01-20 15:00:00,Atelier,21.4,7.17,49.0,3,ouvré,30.531
6054,2025-02-20 10:00:00,Salle Serveur,21.3,5.25,40.9,0,ouvré,46.704
10754,2025-03-31 14:00:00,Salle_Serveur,20.04,10.83,41.6,0,ouvré,44.291
862,2025-01-08 04:00:00,bureau sud,20.42,-0.99,47.8,6,ouvré,12.042
1768,2025-01-15 17:00:00,Atelier,20.71,6.15,38.2,13,ouvré,25.596
6373,2025-02-23 02:00:00,atelier,20.84,0.19,43.4,0,weekend,13.271
5839,2025-02-18 15:00:00,Salle_Serveur,20.37,6.76,37.3,0,ouvré,44.365
5123,2025-02-12 16:00:00,Atelier,20.8,3.99,39.1,9,ouvré,28.846
2534,2025-01-22 02:00:00,Salle_Serveur,20.66,0.09,47.6,0,ouvré,46.543
204,2025-01-02 16:00:00,Salle_Serveur,20.02,5.47,34.7,0,ouvré,45.207
6637,2025-02-25 07:00:00,Bureau_Sud,20.94,-1.01,40.5,3,ouvré,14.217
7314,2025-03-02 22:00:00,Salle Serveur,20.52,4.21,44.0,0,weekend,45.139
3398,2025-01-29 07:00:00,Atelier,21.47,0.35,43.8,12,ouvré,20.119
2558,2025-01-22 07:00:00,atelier,19.9,1.84,53.0,10,ouvré,19.934
9119,2025-03-17 23:00:00,Salle Serveur,20.5,3.74,51.4,0,ouvré,467.894
116,2025-01-01 23:00:00,BUREAU NORD,21.23,1.43,48.8,9,férié,9.277
9198,2025-03-18 15:00:00,Atelier,22.03,13.1,44.8,0,ouvré,26.806
5665,2025-02-17 04:00:00,accueil ,21.07,-1.05,49.3,7,ouvré,12.226
10040,2025-03-25 15:00:00,accueil ,19.96,10.81,45.6,6,ouvré,10.37
2838,2025-01-24 15:00:00,Atelier,21.43,5.14,45.2,5,ouvré,30.883
4359,2025-02-06 07:00:00,Salle Serveur,21.06,-0.46,50.8,0,ouvré,47.274
10428,2025-03-28 21:00:00,atelier,22.18,8.79,45.9,6,ouvré,11.373
1723,2025-01-15 08:00:00,atelier,20.17,1.03,44.4,13,ouvré,
10469,2025-03-29 05:00:00,Salle Serveur,21.58,4.06,43.2,0,weekend,46.274
9023,2025-03-17 04:00:00,Atelier,20.48,1.23,43.0,15,ouvré,13.174
3919,2025-02-02 15:00:00,Salle_Serveur,21.4,5.65,53.4,0,weekend,47.032
778,2025-01-07 11:00:00,Atelier,20.05,5.79,44.4,4,ouvré,30.363
1037,2025-01-09 15:00:00,bureau sud,20.28,8.57,42.4,1,ouvré,15.633
6436,2025-02-23 15:00:00,BUREAU NORD,19.98,8.15,52.6,0,weekend,7.512
2277,2025-01-19 23:00:00,bureau sud,21.14,-1.19,,0,weekend,11.196
5332,2025-02-14 10:00:00,Bureau_Sud,20.7,4.61,42.1,5,ouvré,17.222
1546,2025-01-13 21:00:00,Bureau_Nord,21.27,-0.94,39.5,1,ouvré,12.729
1880,2025-01-16 15:00:00,accueil ,22.7,7.68,46.1,12,ouvré,11.304
8803,2025-03-15 08:00:00,atelier,21.07,5.56,39.1,0,weekend,14.85
5108,2025-02-12 13:00:00,atelier,21.81,6.25,51.2,10,ouvré,
7275,2025-03-02 14:00:00,accueil ,20.12,9.3,50.9,0,weekend,6.366
1193,2025-01-10 22:00:00,atelier,20.6,0.35,59.2,16,ouvré,13.67
8311,2025-03-11 06:00:00,BUREAU NORD,21.99,1.18,38.8,7,ouvré,10.291
5654,2025-02-17 02:00:00,Salle_Serveur,18.86,0.02,37.0,0,ouvré,48.924
7075,2025-02-28 22:00:00,accueil ,21.35,2.03,49.6,6,ouvré,7.8
7664,2025-03-05 20:00:00,Salle Serveur,20.54,6.78,39.3,0,ouvré,45.577
5298,2025-02-14 03:00:00,atelier,20.7,-2.54,46.6,4,ouvré,16.408
4706,2025-02-09 05:00:00,bureau_nord,21.68,-0.05,,0,weekend,10.272
4318,2025-02-05 23:00:00,Atelier,21.74,-1.37,41.8,7,ouvré,15.438
4147,2025-02-04 13:00:00,Bureau_Sud,20.68,7.52,,7,ouvré,18.812
3304,2025-01-28 12:00:00,Salle Serveur,21.02,5.88,42.3,,ouvré,46.235
25,2025-01-01 04:00:00,accueil ,20.66,-2.25,,5,férié,11.649
3229,2025-01-27 21:00:00,Salle Serveur,20.82,1.58,38.4,0,ouvré,47.471
8712,2025-03-14 14:00:00,Bureau_Sud,20.68,9.62,35.5,6,ouvré,17.151
2386,2025-01-20 21:00:00,bureau_nord,21.66,3.73,38.4,13,ouvré,11.523
8350,2025-03-11 13:00:00,Accueil,19.96,7.73,40.2,5,ouvré,13.025
5272,2025-02-13 22:00:00,Bureau_Sud,21.6,1.96,47.8,,ouvré,10.193
3253,2025-01-28 02:00:00,atelier,22.47,0.11,45.5,3,ouvré,14.375
1394,2025-01-12 14:00:00,Salle_Serveur,20.48,3.38,37.2,,weekend,46.108
2176,2025-01-19 03:00:00,BUREAU NORD,20.49,-5.38,48.2,0,weekend,12.753
482,2025-01-05 00:00:00,bureau sud,21.44,-1.47,49.0,0,weekend,11.673
4619,2025-02-08 11:00:00,Salle_Serveur,20.27,3.46,41.8,0,weekend,46.737
4289,2025-02-05 17:00:00,Salle_Serveur,21.89,5.25,48.4,0,ouvré,46.298
9787,2025-03-23 13:00:00,Bureau_Sud,21.53,11.3,57.1,0,weekend,7.273
2172,2025-01-19 02:00:00,bureau sud,,-3.03,39.8,0,weekend,13.044
1875,2025-01-16 14:00:00,Accueil,20.46,7.88,55.8,12,ouvré,11.49
9950,2025-03-24 21:00:00,Accueil,20.96,7.14,42.5,17,ouvré,6.901
1324,2025-01-12 00:00:00,Salle Serveur,22.37,0.62,35.3,0,weekend,46.889
9619,2025-03-22 03:00:00,Salle_Serveur,-999,4.31,57.4,0,weekend,45.701
3163,2025-01-27 08:00:00,atelier,,2.04,48.6,13,ouvré,21.096
8480,2025-03-12 15:00:00,Accueil,21.65,8.06,,8,ouvré,10.363
4940,2025-02-11 03:00:00,Accueil,20.51,-0.63,40.3,4,ouvré,9.375
7636,2025-03-05 15:00:00,bureau_nord,20.48,10.11,46.6,5,ouvré,13.591
9297,2025-03-19 11:00:00,bureau sud,20.85,7.07,43.0,,ouvré,18.316
8446,2025-03-12 09:00:00,Bureau_Nord,20.21,5.67,46.4,11,ouvré,14.209
5790,2025-02-18 05:00:00,accueil ,19.83,-0.29,41.2,15,ouvré,10.195
5709,2025-02-17 13:00:00,Salle_Serveur,21.49,6.5,48.8,,ouvré,46.253
6949,2025-02-27 21:00:00,Salle_Serveur,21.77,5.39,50.6,0,ouvré,45.933
10740,2025-03-31 11:00:00,accueil ,20.05,10.73,37.0,6,ouvré,11.921
2956,2025-01-25 15:00:00,bureau_nord,21.12,3.2,40.8,0,weekend,9.923
234,2025-01-02 22:00:00,Salle Serveur,21.11,-1.11,51.9,0,ouvré,47.266
4505,2025-02-07 12:00:00,accueil ,20.06,6.44,42.2,1,ouvré,13.738
1715,2025-01-15 06:00:00,Accueil,20.66,-1.01,51.5,8,ouvré,11.027
1041,2025-01-09 16:00:00,BUREAU NORD,21.06,5.65,38.0,8,ouvré,15.498
8345,2025-03-11 12:00:00,Accueil,19.86,8.49,46.7,4,,11.713
7601,2025-03-05 08:00:00,bureau_nord,20.92,4.51,41.3,9,ouvré,11.111
3847,2025-02-02 01:00:00,bureau sud,21.98,-3.36,42.8,0,weekend,14.613
9843,2025-03-24 00:00:00,atelier,19.86,3.74,44.0,15,ouvré,12.903
1442,2025-01-13 00:00:00,Bureau_Sud,21.63,-1.35,47.9,9,ouvré,13.038
5295,2025-02-14 02:00:00,accueil ,21.12,-1.46,40.9,4,ouvré,11.388
3981,2025-02-03 04:00:00,bureau_nord,21.06,-0.1,43.8,7,ouvré,11.525
8287,2025-03-11 01:00:00,bureau sud,20.93,5.02,42.9,5,ouvré,9.615
9853,2025-03-24 02:00:00,atelier,19.34,4.93,47.1,13,ouvré,10.863
9677,2025-03-22 15:00:00,Bureau_Sud,20.91,10.98,46.5,0,weekend,7.057
5199,2025-02-13 07:00:00,Salle_Serveur,20.98,-0.58,40.5,0,ouvré,48.068
2222,2025-01-19 12:00:00,bureau sud,20.34,4.27,,0,weekend,9.072
7422,2025-03-03 20:00:00,bureau sud,20.39,6.32,36.6,7,ouvré,8.327
1073,2025-01-09 22:00:00,atelier,21.48,3.46,57.8,,ouvré,14.29
2045,2025-01-18 00:00:00,Accueil,20.63,-1.68,61.0,0,weekend,9.85
7611,2025-03-05 10:00:00,Bureau_Nord,19.54,5.45,55.1,9,ouvré,15.532
7165,2025-03-01 16:00:00,Accueil,22.29,6.46,46.2,0,weekend,7.797
4860,2025-02-10 11:00:00,accueil ,20.88,5.54,46.5,5,ouvré,11.676
8347,2025-03-11 13:00:00,Bureau_Sud,20.77,7.73,48.1,6,ouvré,19.403
3838,2025-02-01 23:00:00,atelier,20.21,0.71,60.7,0,weekend,
3589,2025-01-30 21:00:00,Salle Serveur,19.42,0.94,50.5,0,ouvré,48.078
1830,2025-01-16 05:00:00,Accueil,,-0.72,49.1,7,ouvré,10.121
6748,2025-02-26 05:00:00,Atelier,20.61,0.06,49.9,12,ouvré,16.138
1181,2025-01-10 20:00:00,bureau_nord,19.17,3.96,50.2,0,ouvré,11.915
2063,2025-01-18 04:00:00,Atelier,19.2,-1.67,39.6,0,weekend,15.216
9016,2025-03-17 03:00:00,BUREAU NORD,20.94,-0.05,51.2,4,ouvré,11.27
7988,2025-03-08 13:00:00,atelier,21.45,9.08,,0,weekend,12.389
6052,2025-02-20 10:00:00,bureau sud,21.45,5.25,45.7,12,ouvré,15.343
2607,2025-01-22 17:00:00,Bureau_Sud,21.37,5.23,53.0,6,ouvré,16.14
7549,2025-03-04 21:00:00,Salle Serveur,20.64,6.47,32.9,0,ouvré,46.057
4735,2025-02-09 10:00:00,Accueil,22.87,4.09,43.0,0,weekend,7.686
2656,2025-01-23 03:00:00,BUREAU NORD,20.77,-2.73,43.3,2,ouvré,12.003
9711,2025-03-22 22:00:00,Bureau_Nord,21.46,6.19,46.3,0,weekend,628.997
10747,2025-03-31 13:00:00,Bureau_Sud,20.63,12.14,48.8,7,ouvré,14.43
5525,2025-02-16 00:00:00,accueil ,21.61,1.04,42.0,0,weekend,10.696
8206,2025-03-10 09:00:00,bureau_nord,21.19,4.28,43.6,16,ouvré,13.727
789,2025-01-07 13:00:00,Salle_Serveur,21.52,5.17,49.5,0,ouvré,44.693
1184,2025-01-10 20:00:00,Salle_Serveur,20.11,3.96,36.6,0,ouvré,45.681
4136,2025-02-04 11:00:00,Bureau_Nord,20.27,4.74,45.0,7,ouvré,17.561
8817,2025-03-15 11:00:00,bureau sud,21.81,9.23,37.7,0,weekend,6.448
853,2025-01-08 02:00:00,atelier,20.55,-3.64,48.2,12,ouvré,14.558
8823,2025-03-15 12:00:00,atelier,20.21,8.82,43.7,0,weekend,10.217
10199,2025-03-26 23:00:00,Salle_Serveur,18.24,2.25,32.8,0,ouvré,46.382
4275,2025-02-05 14:00:00,accueil ,21.01,6.89,49.6,7,ouvré,11.758
5102,2025-02-12 12:00:00,Bureau_Sud,20.19,3.5,41.7,5,ouvré,19.802
6941,2025-02-27 20:00:00,BUREAU NORD,21.73,6.27,47.5,12,ouvré,7.74
4814,2025-02-10 02:00:00,Salle Serveur,21.11,-1.56,39.0,0,ouvré,46.696
5848,2025-02-18 17:00:00,atelier,20.45,6.81,44.6,9,ouvré,22.001
1101,2025-01-10 04:00:00,Bureau_Nord,21.14,0.91,36.4,9,ouvré,470.235
3875,2025-02-02 06:00:00,Accueil,,-0.31,44.3,0,weekend,11.981
1243,2025-01-11 08:00:00,Atelier,,1.54,45.3,0,weekend,12.836
2170,2025-01-19 01:00:00,Accueil,20.22,-1.24,49.0,0,weekend,10.286
9904,2025-03-24 12:00:00,Salle Serveur,20.17,8.56,54.6,0,ouvré,43.387
164,2025-01-02 08:00:00,Salle Serveur,20.19,-0.17,54.3,0,ouvré,48.058
323,2025-01-03 16:00:00,atelier,21.44,5.74,39.8,8,ouvré,29.109
2246,2025-01-19 17:00:00,BUREAU NORD,20.95,6.27,44.2,0,weekend,8.17
6227,2025-02-21 21:00:00,bureau sud,18.88,5.23,,8,ouvré,9.964
10538,2025-03-29 19:00:00,atelier,22.75,10.44,,0,weekend,9.883
5127,2025-02-12 17:00:00,bureau sud,21.64,7.88,48.6,9,ouvré,12.583
558,2025-01-05 15:00:00,Atelier,21.63,6.7,40.3,0,weekend,11.221
2843,2025-01-24 16:00:00,atelier,19.39,2.64,38.3,5,ouvré,29.564
9156,2025-03-18 07:00:00,Bureau_Nord,19.81,5.21,40.2,1,ouvré,10.798
2570,2025-01-22 09:00:00,Accueil,21.22,2.34,43.8,0,ouvré,13.598
4455,2025-02-07 02:00:00,accueil ,20.71,-2.96,47.0,12,ouvré,10.102
2705,2025-01-23 12:00:00,accueil ,20.82,5.17,36.6,0,ouvré,14.542
1708,2025-01-15 05:00:00,Atelier,20.73,0.06,47.2,12,ouvré,16.101
1797,2025-01-15 23:00:00,Bureau_Sud,21.95,-0.69,59.3,0,ouvré,10.868
4756,2025-02-09 15:00:00,BUREAU NORD,20.58,5.87,41.5,0,weekend,9.307
7934,2025-03-08 02:00:00,Salle Serveur,21.06,2.52,44.9,0,weekend,47.636
10579,2025-03-30 03:00:00,Salle Serveur,21.22,3.61,52.7,0,weekend,45.996
1583,2025-01-14 04:00:00,Atelier,21.46,-1.06,54.0,9,ouvré,14.594
2614,2025-01-22 18:00:00,Salle Serveur,22.18,4.56,37.9,0,ouvré,45.937
7313,2025-03-02 22:00:00,atelier,19.65,4.21,46.9,0,weekend,14.35
6731,2025-02-26 02:00:00,bureau_nord,21.13,0.3,45.8,7,ouvré,10.925
4062,2025-02-03 20:00:00,bureau sud,21.32,3.02,40.6,12,ouvré,11.922
7648,2025-03-05 17:00:00,atelier,20.63,7.86,55.6,,ouvré,23.621
7161,2025-03-01 16:00:00,bureau_nord,21.21,6.46,41.0,0,weekend,8.985
3698,2025-01-31 19:00:00,Atelier,21.04,3.09,29.8,12,ouvré,19.253
8759,2025-03-14 23:00:00,Salle Serveur,21.7,5.45,42.9,0,ouvré,44.782
3667,2025-01-31 13:00:00,bureau sud,20.31,6.39,42.7,4,ouvré,18.853
1941,2025-01-17 04:00:00,Bureau_Nord,21.01,-2.23,39.8,18,ouvré,10.642
335,2025-01-03 18:00:00,Accueil,21.34,6.84,35.7,4,ouvré,8.857
4977,2025-02-11 11:00:00,Bureau_Sud,20.82,3.48,47.1,5,ouvré,18.232
4841,2025-02-10 08:00:00,BUREAU NORD,21.45,2.59,39.7,10,ouvré,13.26
591,2025-01-05 22:00:00,BUREAU NORD,22.51,0.48,50.4,0,weekend,10.481
3410,2025-01-29 09:00:00,accueil ,20.82,1.1,,6,ouvré,13.231
3797,2025-02-01 15:00:00,bureau sud,21.76,6.6,37.1,0,weekend,8.945
10611,2025-03-30 10:00:00,bureau_nord,20.96,8.94,37.5,0,weekend,6.524
1646,2025-01-14 17:00:00,Bureau_Nord,19.21,4.59,46.9,3,ouvré,14.701
8151,2025-03-09 22:00:00,BUREAU NORD,22.03,3.34,50.1,0,weekend,8.916
368,2025-01-04 01:00:00,atelier,20.97,-1.4,41.9,0,weekend,14.535
8740,2025-03-14 19:00:00,Accueil,21.57,8.64,,10,ouvré,6.881
6860,2025-02-27 03:00:00,Accueil,19.86,0.55,42.8,12,ouvré,11.269
9645,2025-03-22 08:00:00,accueil ,20.24,5.75,44.5,0,weekend,7.346
8968,2025-03-16 17:00:00,Atelier,21.88,9.26,36.0,0,weekend,11.154
10394,2025-03-28 14:00:00,Salle Serveur,20.31,9.79,47.2,0,ouvré,45.217
10796,2025-03-31 23:00:00,bureau_nord,21.6,5.01,46.4,6,ouvré,8.753
10148,2025-03-26 13:00:00,Atelier,19.19,9.95,33.7,8,ouvré,30.241
9704,2025-03-22 20:00:00,Salle_Serveur,21.6,5.73,43.9,0,weekend,45.391
10123,2025-03-26 08:00:00,Atelier,,6.84,48.1,8,ouvré,19.273
10424,2025-03-28 20:00:00,Salle Serveur,19.92,7.86,40.8,0,ouvré,43.499
4747,2025-02-09 13:00:00,Bureau_Sud,20.84,5.65,43.1,0,weekend,8.086
3520,2025-01-30 07:00:00,Accueil,21.93,-0.89,45.1,,ouvré,12.923
8819,2025-03-15 11:00:00,Salle Serveur,,9.23,46.5,0,weekend,43.901
6652,2025-02-25 10:00:00,bureau sud,20.83,5.49,41.9,8,ouvré,768.626
5802,2025-02-18 08:00:00,bureau sud,21.86,3.37,41.7,13,ouvré,13.006
9744,2025-03-23 04:00:00,Salle Serveur,21.15,2.19,41.6,0,weekend,46.551
7120,2025-03-01 07:00:00,accueil ,21.02,0.84,50.9,0,weekend,11.324
1357,2025-01-12 07:00:00,bureau sud,20.51,1.17,36.3,0,weekend,10.694
3648,2025-01-31 09:00:00,Atelier,22.06,3.66,50.5,,ouvré,24.571
9412,2025-03-20 10:00:00,bureau sud,21.07,7.74,,15,ouvré,16.498
7917,2025-03-07 23:00:00,bureau sud,20.88,2.58,42.7,9,ouvré,10.379
10777,2025-03-31 19:00:00,bureau sud,20.68,8.74,48.9,12,ouvré,9.747
875,2025-01-08 06:00:00,Accueil,20.46,-1.61,54.2,16,ouvré,
6607,2025-02-25 01:00:00,bureau sud,21.81,0.57,62.9,13,ouvré,10.152
1817,2025-01-16 03:00:00,Bureau_Sud,21.95,-3.23,39.3,5,ouvré,12.07
6674,2025-02-25 14:00:00,Salle_Serveur,20.93,5.28,45.8,0,ouvré,45.12
8392,2025-03-11 22:00:00,Bureau_Sud,20.88,6.77,44.2,7,ouvré,-13.898
4269,2025-02-05 13:00:00,Salle Serveur,19.55,8.03,42.6,0,ouvré,45.143
8720,2025-03-14 15:00:00,Accueil,20.49,12.02,55.9,2,ouvré,10.716
9829,2025-03-23 21:00:00,Salle Serveur,21.17,5.9,47.3,0,weekend,45.283
10444,2025-03-29 00:00:00,Salle_Serveur,21.66,3.13,49.7,0,weekend,46.009
57,2025-01-01 11:00:00,bureau sud,20.43,5.86,47.2,14,férié,17.9
10379,2025-03-28 11:00:00,Salle_Serveur,20.5,9.76,52.2,0,ouvré,43.867
7999,2025-03-08 15:00:00,Salle_Serveur,21.13,8.87,,0,weekend,44.627
8961,2025-03-16 16:00:00,Bureau_Nord,21.39,10.95,42.7,0,weekend,5.538
5506,2025-02-15 21:00:00,Bureau_Nord,21.49,5.68,42.5,0,weekend,8.819
2458,2025-01-21 11:00:00,Atelier,21.52,5.26,49.0,3,ouvré,30.874
9144,2025-03-18 04:00:00,Salle_Serveur,,3.18,52.7,0,ouvré,44.75
6883,2025-02-27 08:00:00,Atelier,21.27,1.48,32.4,7,ouvré,21.987
2798,2025-01-24 07:00:00,atelier,21.4,-1.32,50.3,8,ouvré,20.727
8729,2025-03-14 17:00:00,Salle_Serveur,20.89,9.07,45.7,0,ouvré,44.813
6188,2025-02-21 13:00:00,Atelier,20.63,6.77,45.8,9,ouvré,32.969
1088,2025-01-10 01:00:00,atelier,20.06,-1.76,46.4,,ouvré,14.861
5241,2025-02-13 16:00:00,BUREAU NORD,19.65,9.07,41.5,9,ouvré,14.298
4304,2025-02-05 20:00:00,Salle Serveur,20.82,6.24,,0,ouvré,45.96
8998,2025-03-16 23:00:00,Atelier,21.38,3.78,45.0,,weekend,13.698
3294,2025-01-28 10:00:00,Salle_Serveur,21.04,2.36,42.4,0,ouvré,45.809
6806,2025-02-26 17:00:00,bureau_nord,20.86,7.55,43.5,8,ouvré,12.226
2968,2025-01-25 17:00:00,Atelier,20.9,5.23,44.9,0,weekend,13.42
2233,2025-01-19 14:00:00,atelier,21.29,5.33,52.9,0,weekend,11.382
7705,2025-03-06 04:00:00,Accueil,20.15,-0.33,49.0,5,ouvré,9.06
63,2025-01-01 12:00:00,atelier,20.74,5.72,55.8,6,férié,32.829
709,2025-01-06 21:00:00,Salle Serveur,20.39,1.24,37.6,0,ouvré,
622,2025-01-06 04:00:00,Bureau_Sud,20.32,-0.41,55.1,4,ouvré,11.497
6773,2025-02-26 10:00:00,Atelier,21.72,5.13,45.4,7,ouvré,27.312
4611,2025-02-08 10:00:00,BUREAU NORD,21.81,2.45,52.3,0,weekend,10.748
527,2025-01-05 09:00:00,Bureau_Sud,20.29,3.38,45.2,,weekend,9.842
6972,2025-02-28 02:00:00,bureau sud,21.88,0.35,48.0,15,ouvré,10.573
1097,2025-01-10 03:00:00,Bureau_Sud,21.08,-2.81,40.6,2,ouvré,12.874
3850,2025-02-02 01:00:00,accueil ,22.18,-3.36,47.3,0,weekend,11.261
5932,2025-02-19 10:00:00,bureau sud,21.31,5.53,34.8,1,ouvré,16.158
2860,2025-01-24 19:00:00,Accueil,22.64,4.7,,7,ouvré,9.41
1099,2025-01-10 03:00:00,Salle_Serveur,21.85,-2.81,47.2,0,ouvré,49.517
1887,2025-01-16 17:00:00,Bureau_Sud,21.4,4.61,39.4,11,ouvré,14.746
6734,2025-02-26 02:00:00,Salle_Serveur,19.84,0.3,50.4,0,ouvré,47.014
2092,2025-01-18 10:00:00,bureau sud,20.89,1.72,47.0,0,weekend,11.481
2073,2025-01-18 06:00:00,atelier,20.95,-2.35,44.0,0,weekend,17.347
2271,2025-01-19 22:00:00,BUREAU NORD,20.93,1.09,,0,weekend,10.995
8259,2025-03-10 19:00:00,Salle_Serveur,20.92,4.34,44.9,0,ouvré,46.416
9752,2025-03-23 06:00:00,Bureau_Sud,21.84,3.7,,0,,10.636
8188,2025-03-10 05:00:00,atelier,22.29,1.18,48.6,8,ouvré,15.49
10746,2025-03-31 13:00:00,BUREAU NORD,20.79,12.14,42.5,8,ouvré,14.02
